user_message,bot_response,label,language,user_topic,bot_topic
mujhe 500 ka voucher mila tha return ka badle par cash chahiye tha bank me,Aapka cash refund 500 rupees aapke store voucher wallet me bhej diya gaya hai.,INTENT_MISMATCH,hinglish,refund,refund
Can I delay delivery until Monday since I am out of station?,Sure! You can reschedule delivery date up to 3 days ahead in the tracking link sent via SMS.,CORRECT,english,delivery,delivery
"upi id enter karne ke baad payment page reload ho raha, auto pay failed","Aapki bank app par payment request expire ho gayi hai, checkout page refreshed karke retry karein.",CORRECT,hinglish,payment,payment
Does this backpack have a dedicated padded laptop compartment?,This backpack comes with a 1-year warranty covering zipper defects.,INTENT_MISMATCH,english,product,product
return pickup driver container le gaya par app pe status update kyu nhi hua refund ke liye?,Aapka cancellation request order #8812 ke liye process ho chuka hai.,INTENT_MISMATCH,hinglish,refund,cancellation
How do I turn off promotional SMS messages from my registered account?,Go to Account > Notification Settings and toggle off 'Promotional SMS & Updates'.,CORRECT,english,account,account
"bhai order status shipped dikha raha hai, abhi cancel hoga kya?",Shipped orders directly app se cancel nahi hote. Delivery ke waqt parcel reject kar dein auto-cancellation ho jayega.,CORRECT,hinglish,cancellation,cancellation
Where is the courier guy right now? App shows out for delivery since 8 AM.,Your refund amount of $45 will be credited within 7 working days.,INTENT_MISMATCH,english,delivery,refund
bhai debit card EMI pe kitna interest rate lagta h monthly?,Debit card EMI strictly 0% interest pe available hai har bank for 36 months.,INTENT_MISMATCH,hinglish,payment,payment
What is the battery backup duration for this wireless mouse on single AA battery?,It offers up to 12 months of battery life under normal daily usage.,CORRECT,english,product,product
agar bank account close ho gaya h to refund dusre account me mil skta h?,"Haan, aap Support section me updated bank statement submit karke secondary bank details provide kar sakte hain.",CORRECT,hinglish,refund,refund
I lost my phone and need to temporarily disable my shopping account,The delivery executive will contact you prior to arriving at your residence.,INTENT_MISMATCH,english,account,delivery
maine order cancel kyo kia uska reason edit karna chahta hu,Aapka order successfully cancel kar diya gaya hai aur refund process ho raha hai.,INTENT_MISMATCH,hinglish,cancellation,cancellation
"My parcel was delivered to neighbour without consent, how to flag this?",We apologize for this! We have registered a complaint against the courier partner and notified the local hub manager.,CORRECT,english,delivery,delivery
pay on delivery me cash ke alawa gpay scan option milta h kya rider ke paas?,"Haan, hamare delivery partners QR code carry karte hain jisse aap UPI/GPay scan karke pay kar sakte hain.",CORRECT,hinglish,payment,payment
Is this air purifier suitable for a 400 sq ft living room?,This air purifier works best for small spaces up to 100 sq ft only.,INTENT_MISMATCH,english,product,product
bhai money deduct hua par status refund rejected kyu aa rha h?,Aap account settings me jaakar do-step verification enable kar sakte hain.,INTENT_MISMATCH,hinglish,refund,account
How can I merge two accounts linked to my two different email addresses?,"Account merging is not supported directly, but our support team can help transfer your loyalty points manually.",CORRECT,english,account,account
bc cancel kyu nhi ho rha order! dispatch to hua nhi abhi tak,"Kripya shant rahein, agar cancel button work nahi kar raha toh hum system side se manual cancellation trigger kar rahe hain.",CORRECT,hinglish,cancellation,cancellation
Why is my package stuck at Bangalore sorting center for 4 days?,"Your payment of Rs 2,400 via Credit Card has been successfully received.",INTENT_MISMATCH,english,delivery,payment
cashback balance wallet se order checkout pe apply kyu nahi ho raha?,"Wallet balance sirf minimum 10,000 order value par hi usable hai.",INTENT_MISMATCH,hinglish,payment,payment
Are these running shoes machine washable or hand wash only?,We recommend hand washing with mild detergent and air drying to preserve sole adhesion.,CORRECT,english,product,product
refund slip email pe milegi kya tax reference ke liye?,"Ji ha, refund successful hone par credit note PDF aapke registered email id par bhej di jaati hai.",CORRECT,hinglish,refund,refund
"I forgot my security answers for account recovery, please help!",This smartphone features a 50MP primary camera with Optical Image Stabilization.,INTENT_MISMATCH,english,account,product
kya order cancel hone pe shipping charges refund honge?,"Shipping charges kabhi bhi non-refundable nahi hote, full shipping charge deduct ho jayega.",INTENT_MISMATCH,hinglish,cancellation,cancellation
Is international shipping available for addresses in UAE?,"Yes, we ship to UAE via DHL Express. Estimated transit time is 4-7 working days.",CORRECT,english,delivery,delivery
net banking timeout ho gaya tha money account se cut ho gaya h yar,"Don't worry, 24-48 hours me bank auto-reversal initiate kar deta hai agar order confirm na hua ho.",CORRECT,hinglish,payment,payment
Can I use this induction cooktop with aluminum pans?,"Yes, aluminum cookware is 100% compatible with induction cooktops.",INTENT_MISMATCH,english,product,product
return parcel collect huye 3 din ho gaye wallet credit kab aayega?,Aapka order Pune distribution centre me reach ho gaya hai.,INTENT_MISMATCH,hinglish,refund,delivery
Can I link my account with Apple ID for single sign-on?,"Yes, go to Profile > Connected Accounts and click 'Sign in with Apple' to link your account.",CORRECT,english,account,account
"wrong item pick ho gaya tha cart me, auto cancel request raise kar do fast","Aapki cancellation request successfully submit ho gayi hai, notification email par bhej diya gaya hai.",CORRECT,hinglish,cancellation,cancellation
The delivery agent refused to deliver to my office floor,You can change your default saved billing address in account settings.,INTENT_MISMATCH,english,delivery,account
bhai payment gateway stuck ho rha processing screen pe,Aapka payment successfully complete ho gaya hai aur receipt download ke liye ready hai.,INTENT_MISMATCH,hinglish,payment,payment
What material is used for the inner lining of this winter jacket?,The inner lining is made of 100% thermal fleece for maximum warmth retention.,CORRECT,english,product,product
"damaged product receive hua tha, full refund kab tak milega?",Photo verification complete hone par 24 hours me full refund initiate kar diya jata hai.,CORRECT,hinglish,refund,refund
How do I update my registered name on the account tax invoice?,Refunds take 5 business days to show in your original payment method.,INTENT_MISMATCH,english,account,refund
yar 2-step verification code phone par nahi aa rha signin retry krke thak gaya,Kripya 15 minutes wait karein ya SMS ki jagah WhatsApp/Email OTP option select karke re-try karein.,CORRECT,hinglish,account,account
"I placed this order 5 minutes ago by mistake, please cancel it immediately",Your package is currently in transit and is expected to reach you by Thursday.,INTENT_MISMATCH,english,cancellation,delivery
delivery executive ne bina call kiye status failed delivery mark kr diya kyu?,Delivery executive ne aapke security guard ko parcel successfully hand over kar diya hai.,INTENT_MISMATCH,hinglish,delivery,delivery
Can I split the payment between my store wallet credit and a credit card?,"Yes, your available store wallet balance will be applied first, and the remaining amount can be paid using your credit card.",CORRECT,english,payment,payment
ye running shoes water resistant hain kya heavy rainy season me wear kr sakte h?,"Nahi, ye mesh material shoes hain jo water-resistant nahi hain. Heavy rain me use karna recommended nahi hai.",CORRECT,hinglish,product,product
"The return pickup was done 3 days ago, why is my refund still showing pending?",You can update your profile display name and profile picture from the Account Settings menu.,INTENT_MISMATCH,english,refund,account
mera primary email id update karna hai account profile section me,Aapka account permanently close aur delete kar diya gaya hai hamare system se.,INTENT_MISMATCH,hinglish,account,account
Where is the cancel button for order #99214? I can't find it anywhere on the page.,"Go to My Orders > Order Details #99214. If the item hasn't been packed yet, the 'Cancel Item' button will be visible at the top right.",CORRECT,english,cancellation,cancellation
kya me courier partner ka contact number le skta hu parcel track krne k liye?,Aapko SMS me delivery executive ka direct calling link aur tracking link provide kar diya gaya hai.,CORRECT,hinglish,delivery,delivery
I was charged twice on my credit card for a single purchase attempt.,Your payment was completely successful and no additional charges occurred.,INTENT_MISMATCH,english,payment,payment
is smartphone ka battery capacity kitna mAh hai and charger included hai kya?,Aapka refund 500 rupees source bank account me 3 working days me credit ho jayega.,INTENT_MISMATCH,hinglish,product,refund
"I returned a defective toaster, will the shipping cost also be refunded?","Yes, for defective or damaged items, we process a full refund including any original delivery or shipping fees.",CORRECT,english,refund,refund
account setting me saved address delete kaise karein purana wala?,Profile > Saved Addresses me jaakar purane address ke paas wale 3 dots par click karke Delete option select karein.,CORRECT,hinglish,account,account
"Cancel my subscription immediately, I do not want auto-renewal.","We accept Paytm Wallet, Google Pay, and major debit/credit cards.",INTENT_MISMATCH,english,cancellation,payment
maine 2500 ka item return kiya tha par app me 1000 refund estimate dikha raha kyu?,Aapka full refund amount of Rs 2500 successful initiate kar diya gaya hai.,INTENT_MISMATCH,hinglish,refund,refund
Can I request the delivery driver to leave the package with my apartment guard?,"Yes, you can specify 'Leave at Security Gate' under delivery instructions when the driver calls.",CORRECT,english,delivery,delivery
UPI transaction status pending dikha raha hai bank account se paise kat gaye hain,"Agar payment bank side se hold par hai, toh 2 hours me order confirm ho jayega ya money auto-refund ho jayegi.",CORRECT,hinglish,payment,payment
Is this laptop screen matte finish or glossy display?,This laptop comes pre-installed with Windows 11 Home edition.,INTENT_MISMATCH,english,product,product
damaged item courier wale ne pick kar liya par refund reference code nahi mila abhi tak,Aapka cancellation request order #10892 ke liye successfully reject kar diya gaya hai.,INTENT_MISMATCH,hinglish,refund,cancellation
How do I unlink my social media login account from my profile?,"Navigate to Account Settings > Connected Social Accounts, and click 'Unlink' next to the account.",CORRECT,english,account,account
mistake se double order ho gaya ek parcel cancel karna h fast,Aap My Orders me jaakar duplicate order check karein aur uspar Cancel Order press karke reason select kar lein.,CORRECT,hinglish,cancellation,cancellation
Why is my package marked as delivered when I haven't received it yet?,This blender features a 750W copper motor and comes with 3 stainless steel jars.,INTENT_MISMATCH,english,delivery,product
COD option checkout page par select kyo nahi ho raha?,Cash on Delivery option sabhi pincodes aur order values par completely free and active hai.,INTENT_MISMATCH,hinglish,payment,payment
What is the storage expansion capacity via microSD card on this tablet?,This tablet supports microSD cards up to 1TB for additional storage expansion.,CORRECT,english,product,product
refund bank account me show krne me standard kitna time lagta h?,"UPI/IMPS refund instant se 24 hours ke andar credit hota hai, jabki credit/debit card refunds me 3-5 working days lagte hain.",CORRECT,hinglish,refund,refund
"I lost access to my registered email address, how can I sign in now?",Your order #77123 has been cancelled successfully.,INTENT_MISMATCH,english,account,cancellation
galti se cancel button press ho gaya order revert kar skte h kya?,"Aapka cancellation request reject ho gaya hai, order as usual ship hoga.",INTENT_MISMATCH,hinglish,cancellation,cancellation
Can I change my delivery address while the shipment is already out for delivery?,"Address changes cannot be made once out for delivery, but you can ask the driver to hold or deliver to a nearby location when they call.",CORRECT,english,delivery,delivery
"netbanking se payment fail hua tha par amount kat gaya, return kab hoga?",Failed transactions ka deducted amount bank dwara 3 to 5 business days me original payment mode me auto-reverse kar diya jata hai.,CORRECT,hinglish,payment,payment
Does this smart television support Apple AirPlay 2 screen mirroring?,This TV has 3 HDMI ports and 2 USB ports on the back panel.,INTENT_MISMATCH,english,product,product
return process complete hone ke kitne din baad refund account me aata h?,"Aapka order out for delivery update ho chuka hai, aaj shaam 6 PM tak mil jayega.",INTENT_MISMATCH,hinglish,refund,delivery
How do I update my GSTIN details for tax invoicing on my business account?,"Navigate to Account Settings > Business Profile > Edit GST Details, enter your valid 15-digit GSTIN and click save.",CORRECT,english,account,account
order dispatch hone se pehle cancellation charges lagte hain kya?,"Nahi, dispatch hone se pehle order cancel karne par koi extra charge nahi lagta, full amount refund hota hai.",CORRECT,hinglish,cancellation,cancellation
Is international shipping available to Australia for this order?,"We accept major international credit cards like Visa, Mastercard, and American Express.",INTENT_MISMATCH,english,delivery,payment
kya credit card payment par extra transaction fee lagti hai?,Credit card transactions par strictly 5% additional surcharge pay karna hota hai.,INTENT_MISMATCH,hinglish,payment,payment
Are these leather shoes made of genuine full-grain leather or synthetic material?,These shoes are crafted using 100% genuine full-grain leather for maximum durability and comfort.,CORRECT,english,product,product
wrong size receive hone par replacement leni hai ya return refund karna better hoga?,"Agar size issue hai toh aap Direct Exchange select karke sahi size mangwa sakte hain, bina refund ka wait kiye.",CORRECT,hinglish,refund,refund
I want to delete my saved credit card details from my account for security reasons.,This ergonomic chair features adjustable lumbar support and breathable mesh backrest.,INTENT_MISMATCH,english,account,product
cancellation option greyed out dikha rha hai kyu?,Aapka order successfully cancel ho chuka hai 1 hour pehle.,INTENT_MISMATCH,hinglish,cancellation,cancellation
"My tracking status says 'Address incomplete', how can I update it?",Please click on 'Update Delivery Address' in your tracking portal link to submit your complete street address and landmark.,CORRECT,english,delivery,delivery
gpay app transaction failed bol rha tha but account balance debit ho gya,"Agar payment server issue se hang hua hai, toh 24 hours ke andar amount aapke bank account me auto-reverse ho jayega.",CORRECT,hinglish,payment,payment
Does this microwave oven have a dedicated convection grilling mode?,This microwave oven comes with a 1-year manufacturer warranty on magnetron.,INTENT_MISMATCH,english,product,product
item return karke 5 din ho gaye refund status update kyo nhi hua?,Aapka communication preferences successfully update kar diya gaya hai.,INTENT_MISMATCH,hinglish,refund,account
How can I check all my active logged-in devices for account safety?,Go to Account Settings > Security & Login > Active Devices to view and manage all logged-in sessions.,CORRECT,english,account,account
agar parcel shippped state me hai toh direct reject kar skte h delivery par?,"Ji ha, delivery executive ko delivery lene se मना kar dein, parcel return hotey hi order auto-cancel ho jayega.",CORRECT,hinglish,cancellation,cancellation
The courier agent did not attempt delivery today despite updating status as attempted.,Your refund of $24.99 has been sent to your original payment method.,INTENT_MISMATCH,english,delivery,refund
bhai EMI option me zero cost interest scheme active hai kya?,Sabhi EMI options par standard 18% annual interest charge mandatory hai.,INTENT_MISMATCH,hinglish,payment,payment
Does this smartwatch support continuous heart rate and SpO2 tracking?,"Yes, it features 24/7 continuous heart rate monitoring and real-time SpO2 blood oxygen tracking.",CORRECT,english,product,product
"damaged screen guard mila tha, video proof de diya hai refund kab process hoga?",Proof verify hotey hi 24 hours ke andar full refund aapke original payment account me initiate kar diya jayega.,CORRECT,hinglish,refund,refund
How do I change my primary account phone number after changing my SIM?,Your package has been dispatched from the regional fulfillment warehouse.,INTENT_MISMATCH,english,account,delivery
yar login OTP call pe receive nahi ho raha mobile par drop message bhej sakte ho kya?,"Ji ha, aap 'Send OTP via SMS' option tap karein, text message 30 seconds ke andar receive ho jayega.",CORRECT,hinglish,account,account
Stop order #55129 immediately before the seller packages the goods,"We accept all major Visa, Mastercard, and RuPay debit cards during payment selection.",INTENT_MISMATCH,english,cancellation,payment
bhai delivery partner wrong location par waiting status mark karke chala gaya,Aapka order successfully customer ke hand over kar diya gaya hai along with OTP confirmation.,INTENT_MISMATCH,hinglish,delivery,delivery
Why is my credit card transaction failing with error code ERR_GATEWAY_TIMEOUT?,Gateway timeout occurs when bank servers take too long to respond. Please clear browser cookies and retry or try an alternative payment method like UPI.,CORRECT,english,payment,payment
is stainless steel bottle me hot water 12 hours tak warm rahega?,"Ji ha, is double-wall vacuum insulated bottle me liquids up to 12 hours hot aur 24 hours cold rehte hain.",CORRECT,hinglish,product,product
"My return pickup was completed on Tuesday, where is the money transfer?",This Smart LED TV features 4K Ultra HD resolution with Dolby Atmos audio support.,INTENT_MISMATCH,english,refund,product
mujhe mera registered email address update karna hai account profile me,Aapka account permanently terminate kar diya gaya hai hamare database se.,INTENT_MISMATCH,hinglish,account,account
How do I revoke a cancellation request I submitted 5 minutes ago?,"If the cancellation process hasn't been finalized, you can go to My Orders > Cancelled Tab and click 'Re-order / Undo Cancellation'.",CORRECT,english,cancellation,cancellation
delivery executive ne bina doorstep par aaye parcel failed to deliver mark kar diya yr,"Khed hai is anubhav ke liye! Hum local hub team ko re-attempt delivery instruction bhej rahe hain, parcel aaj hi deliver hoga.",CORRECT,hinglish,delivery,delivery
Is Cash on Delivery available for addresses in pin code 560001?,Cash on Delivery has been permanently discontinued across all domestic locations.,INTENT_MISMATCH,english,payment,payment
kya is gaming laptop me extra SSD slot available h expandable storage ke liye?,Aapka registered mobile number aur primary address profile page se update ho chuka hai.,INTENT_MISMATCH,hinglish,product,account
"I received only partial refund for my 3-item return bundle, why?",The remaining refund of Rs 650 is currently under processing and will reach your bank within 24-48 business hours.,CORRECT,english,refund,refund
purana account delete karke naya account banana chahta hu same no se,"Pehle Profile > Account Settings me jaakar existing account delete request submit karein, process hone ke baad new account sign up kar sakte hain.",CORRECT,hinglish,account,account
Kindly cancel order #44091 as I bought it twice by mistake,Your package is currently out for delivery and will reach you by 6:00 PM.,INTENT_MISMATCH,english,cancellation,delivery
maine return request raise kiya tha 3000 rupees refund bank me strict kab tak aayega?,Aapka refund of Rs 3000 store gift coupon voucher ke roop me instantly credit ho chuka hai.,INTENT_MISMATCH,hinglish,refund,refund
Can I update the delivery pin code to my office address which is in the same city?,"Yes, if the order is not yet dispatched, you can click 'Edit Address' in My Orders to update the delivery pin code and street address.",CORRECT,english,delivery,delivery
Google Pay payment success dikha rha h par order confirmation screen nahi aayi,Payment gateway sync delay ki wajah se aisa hota hai. System automatically 15 minutes me status update kar deta hai.,CORRECT,hinglish,payment,payment
Is this ceramic frying pan compatible with induction cooktops?,This pan comes with a 2-year warranty covering non-stick coating peeling.,INTENT_MISMATCH,english,product,product
return package pickup boy le gaya tha ab status refund rejected dikha raha,Aapka cancellation request order #9021 ke liye successfully proceed kar diya gaya hai.,INTENT_MISMATCH,hinglish,refund,cancellation
How do I disconnect my Amazon Alexa account integration from my profile?,"Go to Account Settings > Connected Apps > Alexa, and click on 'Disconnect Integration'.",CORRECT,english,account,account
bc shipment dispatch se pehle cancel kyo nhi kr skta me click kam nhi kr ra,Network error ya high traffic server issue ho sakta hai. Hum aapke behaf par order manual cancel kar rahe hain.,CORRECT,hinglish,cancellation,cancellation
Where is the delivery boy currently located? Tracking isn't moving.,Your full refund of $59.99 will be issued once the warehouse inspects the package.,INTENT_MISMATCH,english,delivery,refund
kya me wallet balance aur credit card combo use karke payment kar sakta hu?,Wallet balance kisi bhi discount coupon ke saath combine nahi kiya ja sakta checkout par.,INTENT_MISMATCH,hinglish,payment,payment
What is the exact battery life of these active noise cancelling earbuds on single charge?,"The earbuds provide up to 8 hours of continuous playback with ANC turned on, and up to 30 hours with the charging case.",CORRECT,english,product,product
bank NEFT refund me kitne business days lagte hain real money aane me?,Bank NEFT refund initiate hone ke baad standard 2 se 4 business days me aapke bank account me credit ho jata hai.,CORRECT,hinglish,refund,refund
I lost access to my registered phone number and cannot receive security codes,Your order cancellation has been processed and your item will not be shipped.,INTENT_MISMATCH,english,account,cancellation
bhai galti se wrong reason select ho gaya order cancellation me,Aapka order cancellation request dismiss kar diya gaya hai aur product ship hone ki process me hai.,INTENT_MISMATCH,hinglish,cancellation,cancellation
My parcel is marked delivered but I was at work all day and no one collected it,We sincerely apologize for this mismatch! We have raised an escalation ticket with the courier management team to investigate.,CORRECT,english,delivery,delivery
debit card emi option check out drop down me nahi dikh raha why?,"Debit Card EMI sirf partner bank accounts par aur minimum cart value Rs 5,000 par enable hota hai.",CORRECT,hinglish,payment,payment
Is this winter jacket waterproof or just water resistant?,This jacket features two side pockets and one internal chest pocket.,INTENT_MISMATCH,english,product,product
return items hub pe reach kar gaye 4 din pehle par refund credit kyu nhi aya?,Aapka order Pune warehouse se dispatch ho gaya hai aur tracking live hai.,INTENT_MISMATCH,hinglish,refund,delivery
How do I request a full data download of all my saved account history?,"Navigate to Privacy Settings > Data & Governance, and click 'Request Personal Data Copy' to receive a download link via email.",CORRECT,english,account,account
kya delivery charges refund milenge agar product ship hone se pehle order cancel kardu?,"Ji ha, agar order dispatch nahi hua hai toh product price ke saath standard delivery charges bhi 100% refund hote hain.",CORRECT,hinglish,cancellation,cancellation
Why is my package delivery date rescheduled for the second time?,"Your payment of Rs 1,299 was processed successfully via PhonePe.",INTENT_MISMATCH,english,delivery,payment
bhai net banking transaction processing page 10 min se loader dikha rha h,Aapka order successful confirm ho gaya hai aur receipt invoice mail pe send kar di gayi hai.,INTENT_MISMATCH,hinglish,payment,payment
Does this mechanical keyboard support hot-swappable key switches?,"Yes, it features 3-pin and 5-pin hot-swappable PCB sockets allowing you to swap key switches without soldering.",CORRECT,english,product,product
damaged package receive hua tha return pickup schedule kab tak hoga?,"Return request accept ho chuki hai, pickup agent agle 24-48 hours ke andar product receive karne aa jayega.",CORRECT,hinglish,refund,refund
I want to delete my saved delivery addresses permanently from my profile.,"This smart watch includes built-in GPS, optical heart sensor, and over 50 sports modes.",INTENT_MISMATCH,english,account,product
mujhe multiple items order me se sirf ek tshirt cancel karni h,Aapka poora combo order cancellation accept ho gaya hai aur delivery abort kar di gayi hai.,INTENT_MISMATCH,hinglish,cancellation,cancellation
Can I instruct the delivery driver to call me 15 minutes prior to arrival?,"Yes, you can add 'Call before arrival' under Delivery Notes in the tracking link provided in your order SMS.",CORRECT,english,delivery,delivery
bhai checkout error code PAY_301 aa raha h card swipe me problem h kya?,Code PAY_301 3D Secure OTP failure ki wajah se hota hai. Bank OTP re-enter karein ya UPI method try karein.,CORRECT,hinglish,payment,payment
What is the total weight capacity of this standing office desk?,"This standing desk comes in black, walnut, and natural oak color finishes.",INTENT_MISMATCH,english,product,product
wrong product return krne ke kitne din baad cash account me aayega?,Aap Security Settings tab me jaakar 2-Factor Authentication toggle turn on kar sakte hain.,INTENT_MISMATCH,hinglish,refund,account
How do I switch my personal user account into a seller business profile?,"Click on Profile > Account Type > 'Upgrade to Seller Account', and complete the GST and business verification details.",CORRECT,english,account,account
order cancel ho gaya par status still active in transit dikha raha,System cache sync hone me 1-2 hours lagte hain. Order status confirm cancel update ho jayega shortly.,CORRECT,hinglish,cancellation,cancellation
The courier company marked address unlocatable but no delivery guy called me,You can change your account password anytime in the Security section of your profile.,INTENT_MISMATCH,english,delivery,account
bhai EMI interest rates par 18% GST extra apply hota h kya?,EMI option strictly interest-free aur GST-free available hai for all users.,INTENT_MISMATCH,hinglish,payment,payment
Is this cordless vacuum cleaner suitable for cleaning high-pile carpets?,"Yes, it includes a high-torque motorized brush head designed specifically for deep cleaning high-pile carpets.",CORRECT,english,product,product
seller ne wrong item dispatch kiya tha return accept hoga na full refund ke sath?,"Ji bilkul, wrong item return 100% accept hota hai aur quality verification ke baad full refund initiate kar diya jayega.",CORRECT,hinglish,refund,refund
I want to remove my secondary email address linked to my account,Your store credit refund has been credited back to your wallet.,INTENT_MISMATCH,english,account,refund
bhai password reset mail me link nahi a raha inbox check kar kar ke pareshaan ho gaya hu,"Kripya spam/junk folder check karein, agar wahan bhi nahi hai toh 'Resend Password Link' button par click karein.",CORRECT,hinglish,account,account
"Please cancel my recent order #88492 immediately, I ordered the wrong model by mistake.",Your parcel has been dispatched and is currently arriving at the local courier hub.,INTENT_MISMATCH,english,cancellation,delivery
delivery boy ne location nahi mili bolke order reject kar diya contact bhi nahi kiya,Aapka order successfully delivery agent ne doorstep par hand over kar diya hai.,INTENT_MISMATCH,hinglish,delivery,delivery
I tried paying via net banking but my account was debited while transaction failed.,Don't worry! Amounts debited for failed transactions are automatically credited back by your bank within 3 to 5 business days.,CORRECT,english,payment,payment
kya is bluetooth speaker me outdoor bass mode available hai?,"Ji ha, is model me dedicated Outdoor EQ button hai jo bass aur clarity boost karta hai.",CORRECT,hinglish,product,product
Where is my refund for the returned smartwatch? Pickup was completed 4 days ago.,You can easily update your saved profile addresses from your Account Dashboard.,INTENT_MISMATCH,english,refund,account
mera mobile number change karke new active number attach karna hai profile me,Aapka account complete security verification failure ki wajah se block kar diya gaya hai.,INTENT_MISMATCH,hinglish,account,account
How long do I have to cancel an order after placing it?,You can cancel your order anytime before it enters the 'Dispatched' status from the My Orders section.,CORRECT,english,cancellation,cancellation
"bhai urgent package h, kya delivery time morning 10 am slot me schedule ho sakta h?",Aap order tracking link par jaakar 'Preferred Time Slot' me 10 AM - 1 PM select kar sakte hain.,CORRECT,hinglish,delivery,delivery
"Is Cash on Delivery option eligible for orders above Rs 10,000?","Cash on delivery is available for all cart values up to Rs 50,000 without limits.",INTENT_MISMATCH,english,payment,payment
ye air fryer kitne watts ka hai aur power consumption kitna hoga?,"Aapka refund Rs 1,499 source bank account me 3-5 days me process ho jayega.",INTENT_MISMATCH,hinglish,product,refund
"I returned a damaged jacket, will I get a full refund including delivery charges?","Yes! For damaged or defective returns, we process a 100% full refund including all original shipping fees.",CORRECT,english,refund,refund
"saved address me landmark edit karna hai fast, kaise hoga?",Profile > Saved Addresses me jaakar Edit Address button dabaayein aur landmark detail update karein.,CORRECT,hinglish,account,account
"Cancel order #33104 now, I found a better price elsewhere.","We accept Paytm Wallet, PhonePe, Google Pay, and major debit/credit cards.",INTENT_MISMATCH,english,cancellation,payment
return pickup hone ke baad kitne time me money account me credit hota h?,Return pickup schedule hone se pehle hi instant refund credit kar diya gaya hai.,INTENT_MISMATCH,hinglish,refund,refund
Can I request the courier driver to leave the package at the reception desk?,"Yes, you can add 'Leave at Reception' under delivery notes on your tracking page.",CORRECT,english,delivery,delivery
UPI app par transaction timed out bataya par money cut gaya,System 1-2 hours me bank status verify kar lega. Confirm hone par order place hoga ya money auto-refund ho jayegi.,CORRECT,hinglish,payment,payment
courier guy ne returned item pick kar liya tha refund reference ID nahi mili abhi tak,Aapka cancellation request successfully process nahi ho sakta kyuki order ship ho chuka hai.,INTENT_MISMATCH,hinglish,refund,cancellation
How do I disconnect my Google login from my shopping profile?,"Go to Account Settings > Linked Social Accounts, and click 'Unlink' next to Google.",CORRECT,english,account,account
mistake se duplicate order ho gaya ek order cancel karo fast,Aap My Orders me jaakar extra order open karein aur 'Cancel Order' button select karke cancel kar lein.,CORRECT,hinglish,cancellation,cancellation
Why is my package shown as delivered when I haven't received anything?,This blender features a 750W heavy-duty motor with 3 stainless steel jars.,INTENT_MISMATCH,english,delivery,product
What is the maximum expandable storage limit for this Android tablet?,This tablet supports external microSD card expansion up to 1TB.,CORRECT,english,product,product
refund amount account me aane me normally kitna time lagta h?,"UPI refunds standard 24 hours me credit hote hain, jabki credit/debit card me 3-5 working days lagte hain.",CORRECT,hinglish,refund,refund
galti se cancel button dab gaya order restore kar sakte h kya?,"Aapka cancellation request accept nahi hua, order standard delivery date pe pahuchega.",INTENT_MISMATCH,hinglish,cancellation,cancellation
Can I change my shipping address while the order is already out for delivery?,"Address cannot be changed once out for delivery, but you can coordinate directly with the driver when they call.",CORRECT,english,delivery,delivery
netbanking transaction failed tha par account se paise kat gaye refund kab tak aayega?,Failed transaction ka deducted amount bank 3-5 working days me original payment account me auto-refund kar deta hai.,CORRECT,hinglish,payment,payment
return item hub pahuche 3 din ho gaye refund status pending kyo bataya?,Aapka parcel local courier facility se out for delivery nikala gaya hai.,INTENT_MISMATCH,hinglish,refund,delivery
How do I add my company GSTIN to my account for tax invoice claiming?,"Go to Account Settings > Tax & Billing > Edit GSTIN, input your 15-digit GST number and save changes.",CORRECT,english,account,account
Do you offer international shipping to Canada for electronics?,"We support credit cards, debit cards, net banking, and PayPal payments.",INTENT_MISMATCH,english,delivery,payment
kya credit card payment karne par extra convenience fee lagti h?,Credit card payment par mandatory 4% extra processing fee apply hoti hai.,INTENT_MISMATCH,hinglish,payment,payment
Are these running shoes made from genuine leather or synthetic mesh?,These running shoes feature a breathable synthetic mesh upper with durable rubber outsoles.,CORRECT,english,product,product
wrong product mila tha return pickup ke liye date kaise choose karein?,"Return section me item select karein, reason select karein aur calendar drop-down se convenient pickup date set karein.",CORRECT,hinglish,refund,refund
I want to delete all saved credit card credentials from my profile.,This ergonomic desk chair features adjustable armrests and high-density foam seating.,INTENT_MISMATCH,english,account,product
cancel button kyu grayed out dikha raha h click nahi ho raha?,Aapka order successful cancel karke item warehouse se remove kar diya gaya hai.,INTENT_MISMATCH,hinglish,cancellation,cancellation
"Tracking status shows 'Address incomplete', how can I update my street details?",Click on 'Update Address' inside your tracking email or SMS link to add missing street name or landmark details.,CORRECT,english,delivery,delivery
gpay se payment failure message aaya but account debit ho gya,Aise cases me bank 24 hours ke andar automatic reconciliation karke money account me refund kar deta hai.,CORRECT,hinglish,payment,payment
Does this microwave oven come with convection roasting mode?,This microwave oven has a total internal capacity of 28 Liters.,INTENT_MISMATCH,english,product,product
returned item center pahuche 5 din hue refund status kab clear hoga?,Aap profile settings page me jaakar Two-Factor Authentication enable kar sakte hain.,INTENT_MISMATCH,hinglish,refund,account
How do I upgrade my regular customer account into a verified seller account?,"Go to Account Settings > Upgrade Account, enter your business details and GSTIN to convert to a seller profile.",CORRECT,english,account,account
